"","A4_1","A4_2","A4_3","B4_1","B4_2","B4_3","C4_1","C4_2","C4_3"
"1",55,74,106,39,54,37,41,27,41
"2",113,130,105,96,166,91,78,117,93
"3",19,26,14,21,25,23,10,4,9
"4",153,226,243,253,248,255,91,117,116
"5",0,0,0,0,0,0,0,0,0
"6",214,340,252,249,233,280,155,156,187
"7",16,29,9,46,54,56,37,15,30
"8",0,6,7,2,1,4,2,1,2
"9",221,362,372,400,416,323,170,194,180
"10",162,279,235,136,224,227,94,110,111
"11",104,192,154,186,285,209,100,136,131
"12",163,356,390,167,215,177,43,83,67
"13",1020,1687,1181,2157,1815,2308,1709,2068,1689
"14",2,0,3,0,0,0,0,1,0
"15",0,0,0,0,0,4,0,1,3
"16",86,161,155,140,133,136,187,113,135
"17",62,168,104,105,101,95,65,49,82
"18",31,81,7,7,26,18,1,10,9
"19",1,18,1,1,0,0,0,1,1
"20",4,0,0,0,0,0,0,0,0
"21",440,592,435,492,573,554,437,743,401
"22",192,233,262,167,137,143,88,80,42
"23",0,0,2,0,0,0,0,0,0
"24",234,339,381,212,221,269,199,152,146
"25",0,0,0,0,0,1,0,0,0
"26",1012,1611,1124,888,712,674,382,331,351
"27",51,74,139,115,85,49,22,16,31
"28",0,0,0,0,0,0,0,0,0
"29",12,38,28,19,26,12,9,9,7
"30",1,0,0,0,1,1,0,1,2
"31",36,43,31,28,51,18,6,17,34
"32",0,0,0,0,0,0,0,0,0
"33",0,4,0,0,0,0,0,0,0
"34",20,58,41,60,58,48,37,32,23
"35",1,2,6,0,0,0,0,0,0
"36",58,95,84,164,129,150,130,93,135
"37",631,1239,1133,574,781,792,331,169,289
"38",107,180,204,156,236,339,214,206,171
"39",0,0,0,0,0,0,0,0,0
"40",5,23,20,2,2,4,0,5,4
"41",317,525,318,140,223,178,154,174,182
"42",85,121,0,159,276,251,1,377,129
"43",2394,3421,3642,2977,2880,3220,1733,1781,1393
"44",3,28,2,3,13,16,5,1,3
"45",453,624,486,700,654,700,483,552,486
"46",319,251,497,27,30,13,4,1,5
"47",18,19,41,27,36,27,7,9,26
"48",0,0,6,4,1,0,12,1,12
"49",4,11,0,1,6,6,0,0,4
"50",525,488,536,334,553,361,171,382,361
"51",0,0,0,0,0,0,0,0,0
"52",64,131,13,70,62,86,45,70,34
"53",153,206,185,212,253,284,146,167,155
"54",45,136,103,134,127,88,52,60,85
"55",17,40,15,35,41,29,43,41,29
"56",263,251,224,44,95,149,23,39,32
"57",7,19,22,4,8,6,2,1,0
"58",44,50,33,41,39,37,36,31,41
"59",4,8,6,5,7,5,4,4,1
"60",14,104,151,14,8,20,58,0,27
"61",443,502,717,296,381,383,212,183,176
"62",2039,2578,2552,577,583,849,247,278,334
"63",0,0,0,0,0,0,0,0,0
"64",309,317,448,651,651,639,380,425,377
"65",729,953,1029,244,307,354,183,199,192
"66",178,230,185,348,230,229,163,251,204
"67",125,340,185,688,713,825,145,56,124
"68",260,226,737,63,69,65,13,76,32
"69",1154,2037,1405,1751,1498,1421,905,963,860
"70",124,69,126,77,36,49,10,4,6
"71",177,164,139,90,149,83,3,58,15
"72",470,974,472,860,757,713,590,617,493
"73",42,55,48,24,42,35,27,19,17
"74",33,47,68,20,20,10,1,31,8
"75",0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0
"77",423,745,471,459,480,521,259,233,213
"78",157,198,457,314,378,422,42,110,68
"79",8,6,14,7,2,0,3,0,4
"80",408,483,404,269,276,281,193,143,139
"81",0,6,10,0,0,0,0,0,0
"82",1,0,0,1,10,8,0,0,0
"83",4,0,28,0,0,0,0,0,0
"84",365,447,620,105,167,226,105,191,116
"85",288,379,803,507,432,433,514,280,644
"86",783,965,791,1474,1042,1041,868,907,793
"87",60,113,106,22,53,47,15,15,23
"88",266,430,549,246,350,361,202,207,194
"89",236,413,445,308,379,373,228,178,208
"90",1,0,8,12,6,26,17,1,19
"91",0,0,0,0,0,0,0,0,0
"92",40,30,80,61,113,152,5,58,44
"93",2093,3593,3238,4787,3726,3682,1873,1370,1248
"94",121,152,272,157,85,118,55,70,57
"95",40,32,34,7,32,6,6,18,7
"96",52,70,50,32,27,21,9,22,13
"97",3147,3565,3262,1455,1442,1368,346,839,467
"98",149,152,302,233,242,299,101,84,86
"99",148,311,154,104,131,99,77,70,96
"100",147,140,224,193,108,97,72,90,37
"101",272,338,406,88,75,110,47,42,34
"102",913,1182,1089,1499,1311,1364,445,234,324
"103",611,818,801,711,616,547,379,268,269
"104",908,1290,1233,974,1031,854,941,800,750
"105",525,340,325,82,419,33,6,9,11
"106",384,513,537,394,392,597,383,207,355
"107",0,0,4,0,0,0,0,3,1
"108",163,243,297,56,84,88,40,89,86
"109",84,174,95,260,237,354,277,178,265
"110",12,59,20,6,15,1,0,1,1
"111",435,717,895,717,719,842,523,381,406
"112",449,660,730,664,743,667,335,490,367
"113",242,501,318,231,240,264,109,56,71
"114",101,214,157,78,113,106,34,54,43
"115",0,0,1,0,2,0,0,0,0
"116",0,0,0,0,0,0,0,0,0
"117",62,100,64,51,53,62,26,19,19
"118",0,0,0,0,1,0,0,0,0
"119",7,8,0,4,10,16,0,2,1
"120",0,0,0,3,10,8,0,5,2
"121",0,0,0,0,0,0,0,0,0
"122",0,3,0,0,0,1,0,0,1
"123",12,37,43,37,14,57,13,14,20
"124",48,103,59,183,206,120,133,130,147
"125",390,520,450,754,698,710,784,699,678
"126",0,0,0,0,0,0,0,0,0
"127",259,417,449,370,460,466,256,358,290
"128",0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,0,0
"130",4,6,0,1,1,0,0,1,0
"131",0,2,0,6,15,9,0,16,9
"132",0,0,0,0,0,0,0,0,0
"133",4,17,0,13,25,15,0,40,2
"134",0,0,0,0,0,0,0,0,0
"135",38,19,25,0,20,9,0,0,1
"136",232,231,373,369,381,334,204,215,170
"137",0,0,0,0,0,0,0,0,0
"138",107,178,125,94,93,56,64,66,70
"139",146,185,171,117,101,109,26,23,11
"140",1265,614,424,139,288,52,41,39,51
"141",57,102,61,83,159,109,33,102,63
"142",131,159,134,56,123,55,48,66,57
"143",0,0,0,0,0,0,0,0,1
"144",245,191,252,237,155,166,110,124,94
"145",193,397,263,193,285,326,160,206,113
"146",1409,1824,1120,624,954,924,481,514,560
"147",1585,1459,1340,361,467,441,99,158,96
"148",226,360,326,317,300,326,205,174,134
"149",85,135,132,144,199,165,87,87,71
"150",1402,2016,1773,1550,1671,1338,701,930,742
"151",500,814,613,736,698,657,421,283,342
"152",61,83,72,55,46,42,12,30,15
"153",90,136,113,126,129,115,63,84,74
"154",770,884,961,628,482,483,209,219,232
"155",428,569,391,406,571,497,332,267,228
"156",222,346,291,219,231,152,204,170,172
"157",81,79,102,40,32,68,43,37,7
"158",0,7,0,0,0,1,0,0,0
"159",146,237,180,131,176,180,132,168,167
"160",6,2,1,1,3,2,6,10,1
"161",18,23,27,14,12,35,28,24,25
"162",40,67,135,47,37,36,29,17,23
"163",0,0,0,0,0,0,0,0,0
"164",173,318,137,102,145,102,43,60,43
"165",1703,2277,1742,2578,3659,3711,788,435,600
"166",0,0,0,0,0,0,0,0,0
"167",0,0,0,0,0,0,0,0,0
"168",215,230,353,191,197,108,114,73,69
"169",331,500,598,432,580,585,398,440,342
"170",231,456,290,403,407,312,348,209,288
"171",149,296,160,243,315,181,232,153,163
"172",0,0,0,0,0,0,0,0,0
"173",8,19,4,24,33,37,6,15,4
"174",57,73,69,52,62,16,19,3,21
"175",0,1,0,0,0,0,0,0,0
"176",0,0,0,0,0,0,0,0,0
"177",121,130,206,80,63,38,130,21,127
"178",40,22,27,1,12,1,7,10,9
"179",44,22,47,25,39,33,11,13,21
"180",3,19,0,0,0,0,1,4,2
"181",110,235,237,47,23,12,0,9,1
"182",0,0,0,0,0,0,0,1,0
"183",155,192,335,258,262,226,57,67,72
"184",1880,1511,919,985,1397,777,621,786,776
"185",0,0,6,0,0,0,0,0,0
"186",262,374,224,203,269,257,122,184,114
"187",245,427,211,331,296,147,177,179,139
"188",98,218,108,217,139,153,60,55,92
"189",0,0,0,0,0,0,0,0,0
"190",60,95,60,185,172,274,167,63,159
"191",253,339,292,436,670,656,506,675,514
"192",175,222,182,226,242,285,203,264,255
"193",55,84,84,94,103,62,33,36,23
"194",895,944,1170,483,552,540,261,229,385
"195",8,48,11,62,39,64,116,27,112
"196",43,84,143,81,89,106,69,48,69
"197",1190,1440,2873,883,1449,1554,515,754,664
"198",1914,2005,1470,1232,1581,1667,169,677,284
"199",67,119,127,116,143,157,83,94,88
"200",0,0,0,0,0,0,0,0,0
"201",4,42,10,25,28,11,6,27,16
"202",107,140,111,58,80,101,28,27,35
"203",608,780,693,1055,818,863,699,577,574
"204",7,11,21,3,1,9,2,5,5
"205",0,0,0,5,5,2,0,6,0
"206",0,0,0,0,1,0,0,0,0
"207",0,0,0,0,0,0,0,0,0
"208",0,6,0,0,0,0,0,0,0
"209",458,603,177,817,1409,1648,682,1428,907
"210",0,0,0,0,0,0,0,0,0
"211",64,54,169,26,57,20,0,6,2
"212",332,451,740,66,185,100,22,59,29
"213",319,344,349,407,344,329,222,202,195
"214",750,1191,1096,1019,896,851,560,803,620
"215",0,0,0,0,0,0,0,0,0
"216",881,1505,1253,693,678,581,449,588,448
"217",0,0,0,0,0,0,0,0,0
"218",1,0,0,0,0,1,2,1,0
"219",0,0,0,0,0,0,0,4,0
"220",0,0,0,0,0,0,0,0,0
"221",1369,1655,1812,1032,876,975,393,488,334
"222",0,0,0,0,0,0,0,0,0
"223",0,0,0,1,0,2,0,0,5
"224",54,75,17,77,112,58,32,30,43
"225",780,784,603,576,895,624,220,739,323
"226",147,276,58,145,118,166,99,106,96
"227",173,320,320,136,105,106,70,65,77
"228",205,233,214,331,242,231,217,277,184
"229",12,9,6,4,9,8,4,11,5
"230",123,161,175,24,82,79,27,14,35
"231",0,0,6,0,0,0,0,0,0
"232",447,574,526,240,393,343,123,242,148
"233",1048,1407,1585,1029,960,974,584,1009,673
"234",0,0,7,0,0,0,0,0,0
"235",14,6,16,20,43,15,0,14,3
"236",307,399,438,332,439,440,236,384,285
"237",93,128,62,87,119,111,86,80,69
"238",98,157,105,129,56,113,89,97,68
"239",305,423,471,325,409,318,316,256,232
"240",3105,2535,2299,1029,1808,862,206,250,193
"241",0,0,0,0,1,0,0,1,0
"242",0,0,0,0,0,0,0,0,0
"243",0,4,0,0,0,1,16,0,1
"244",5,2,1,1,2,1,0,0,0
"245",172,122,85,1,15,0,2,0,4
"246",207,324,288,477,334,347,525,381,355
"247",146,246,255,158,176,134,126,159,119
"248",7,18,6,9,5,2,0,5,1
"249",0,0,0,0,0,0,0,0,0
"250",874,1029,809,168,203,268,161,187,127
"251",4626,5944,4192,2064,1688,1220,1445,978,1016
"252",190,282,379,22,8,14,6,5,3
"253",8,24,19,22,41,32,11,36,17
"254",1,0,0,0,5,0,5,3,0
"255",325,486,554,40,140,165,27,3,11
"256",215,232,260,295,244,253,75,156,102
"257",1,0,4,0,0,1,1,0,0
"258",293,366,307,97,72,84,25,28,33
"259",0,0,0,0,0,0,0,0,0
"260",215,259,253,301,299,297,219,330,256
"261",4816,6805,5248,3574,3284,3662,2217,2256,1884
"262",48,62,30,98,128,114,8,36,14
"263",0,0,0,1,0,0,0,0,0
"264",216,309,265,251,213,175,126,144,137
"265",296,422,308,248,286,279,183,301,161
"266",3,0,1,4,7,1,0,0,0
"267",570,680,580,603,721,742,454,401,432
"268",875,1513,862,780,681,657,368,315,311
"269",28,53,35,2,12,7,13,7,8
"270",0,0,0,0,0,0,0,0,0
"271",4,0,0,1,1,2,0,10,4
"272",0,0,0,0,0,0,0,0,0
"273",320,661,548,510,495,485,369,275,313
"274",0,0,0,0,0,0,0,0,0
"275",65,97,198,45,67,46,29,24,37
"276",53,106,62,76,59,69,39,87,52
"277",217,313,401,266,384,417,350,269,301
"278",116,275,129,182,227,237,58,41,48
"279",0,0,0,0,0,0,0,0,0
"280",30,66,45,27,24,26,37,12,20
"281",15,14,8,2,5,1,10,1,4
"282",46,55,74,41,76,48,37,31,38
"283",21,0,0,15,31,16,0,48,27
"284",0,0,0,0,0,0,0,0,0
"285",7,25,9,1,10,8,8,5,11
"286",32,86,104,64,74,70,57,77,40
"287",1083,1746,948,628,624,715,472,421,400
"288",68,120,84,47,76,51,15,4,27
"289",581,893,1172,839,972,850,512,253,390
"290",453,662,684,413,544,590,264,316,329
"291",179,392,188,230,206,157,124,120,92
"292",7935,10351,8143,9558,8438,9456,4298,5106,3849
"293",4,9,1,0,1,0,0,0,1
"294",131,308,301,157,236,226,121,168,115
"295",49,165,122,155,222,203,145,177,146
"296",629,967,790,1048,876,1005,615,557,594
"297",58,86,19,6,31,42,18,10,15
"298",1763,2636,2483,2293,1921,2020,1564,1049,1185
"299",17,60,23,21,6,8,12,1,4
"300",90,116,109,55,41,33,7,60,24
"301",0,0,0,0,0,0,0,0,0
"302",0,0,0,0,0,0,0,0,0
"303",243,254,158,48,241,58,41,56,23
"304",27,80,54,21,52,33,19,27,19
"305",78,183,121,104,94,77,92,16,38
"306",685,913,985,756,950,1013,669,829,647
"307",0,0,0,0,0,0,0,0,0
"308",810,1214,1344,941,1012,1080,475,524,396
"309",1273,1385,1534,475,537,295,280,452,383
"310",0,0,0,0,0,0,0,0,0
"311",0,0,0,0,0,0,0,0,0
"312",68,57,109,52,47,25,36,24,22
"313",355,433,851,52,152,97,19,74,23
"314",3015,4210,3467,2330,2955,2833,967,1390,1017
"315",35,60,34,48,55,45,40,1,24
"316",0,0,0,0,0,0,0,0,0
"317",240,479,530,701,659,820,606,397,502
"318",133,223,203,127,118,94,58,67,104
"319",101,118,128,55,58,74,21,26,31
"320",341,349,498,177,152,192,104,106,132
"321",236,367,332,554,466,416,370,314,312
"322",190,186,150,181,85,127,73,80,58
"323",46,21,77,5,9,27,27,1,14
"324",0,0,0,4,0,0,3,0,2
"325",898,1582,1524,2825,2470,2899,2257,1784,1965
"326",129,247,96,138,476,431,81,292,265
"327",0,0,0,0,0,3,0,0,0
"328",0,0,0,0,0,0,0,0,0
"329",9,29,8,21,37,23,20,25,45
"330",11,51,24,16,32,39,27,39,19
"331",3,8,4,0,0,2,3,1,1
"332",18,14,23,8,22,8,70,16,56
"333",26,75,38,55,53,64,82,51,71
"334",16,21,18,8,6,1,3,8,8
"335",31,73,22,326,280,219,154,34,115
"336",0,0,0,0,0,0,0,0,0
"337",22,21,81,35,44,40,51,16,30
"338",21,77,87,56,23,16,76,14,102
"339",21,58,48,53,33,30,24,17,40
"340",1,1,6,0,0,0,0,0,1
"341",1,24,0,38,41,45,0,2,3
"342",1,10,0,0,0,1,7,0,0
"343",187,341,236,170,186,217,143,84,93
"344",2,1,0,0,1,1,1,0,0
"345",1,8,1,3,7,5,6,2,1
"346",0,0,6,1,1,1,1,1,0
"347",0,0,0,0,0,0,0,0,0
"348",0,0,0,0,0,0,0,0,0
"349",223,475,343,217,146,206,186,74,129
"350",389,371,533,85,119,78,13,18,19
"351",843,917,1146,647,462,501,601,501,502
"352",4,25,2,4,1,0,0,1,0
"353",5,0,28,0,2,2,4,0,2
"354",0,4,1,3,8,10,2,5,5
"355",40,114,36,39,35,38,9,12,6
"356",143,202,85,154,211,158,69,100,86
"357",47,53,64,107,87,111,88,46,52
"358",2,0,3,5,3,0,1,0,1
"359",0,0,0,0,0,0,0,0,1
"360",25,36,39,11,25,22,5,11,19
"361",0,0,0,0,1,0,0,0,0
"362",117,167,150,138,217,236,174,153,143
"363",0,0,0,0,0,0,0,0,0
"364",0,0,0,0,0,0,0,0,0
"365",573,503,858,575,588,494,326,268,301
"366",0,0,0,0,0,0,0,0,0
"367",321,453,369,395,387,478,296,349,251
"368",9,0,3,3,7,3,2,2,2
"369",8,14,27,60,105,48,24,21,42
"370",0,0,0,0,0,0,0,0,0
"371",0,0,0,0,0,0,0,0,0
"372",139,69,49,14,11,0,13,11,22
"373",727,1104,786,743,660,661,324,405,336
"374",135,136,129,68,64,107,25,48,30
"375",29,6,13,6,10,1,4,11,7
"376",0,4,0,2,0,0,0,0,0
"377",191,294,349,146,278,254,124,343,183
"378",0,0,0,4,1,0,0,0,0
"379",2376,1067,997,626,1510,299,43,82,54
"380",154,173,282,46,33,36,11,27,8
"381",36,69,73,109,109,125,123,124,104
"382",151,178,214,99,129,122,51,68,45
"383",280,470,603,876,989,926,429,482,511
"384",293,530,299,416,542,423,275,393,309
"385",512,535,237,141,180,46,109,62,96
"386",1370,1590,1333,704,790,876,1037,1118,1179
"387",40,133,104,41,67,69,33,28,41
"388",338,488,529,319,266,206,178,192,180
"389",92,111,88,40,68,80,32,40,30
"390",28,22,49,31,41,15,8,0,2
"391",64,187,194,136,118,100,81,40,79
"392",180,168,222,122,153,165,109,155,123
"393",13,7,17,22,20,43,5,10,20
"394",11,8,29,4,9,11,2,3,0
"395",21,14,30,16,34,30,25,24,13
"396",6,4,8,16,25,7,4,6,8
"397",0,18,0,13,2,6,0,0,9
"398",344,358,371,245,334,229,212,207,209
"399",38,34,90,6,15,6,3,5,5
"400",186,293,276,267,253,368,247,162,180
"401",0,11,0,0,0,1,0,0,0
"402",412,774,506,737,824,1149,1336,617,903
"403",291,432,274,350,430,508,345,350,304
"404",917,373,531,133,291,38,23,29,24
"405",53,115,49,91,119,62,41,46,47
"406",134,86,83,5,60,6,4,7,7
"407",0,10,0,4,0,0,0,0,0
"408",0,0,0,0,0,0,0,0,0
"409",35,31,62,28,44,31,16,7,14
"410",0,0,0,0,0,0,0,0,0
"411",0,0,1,0,0,1,0,0,0
"412",15,25,15,17,1,0,0,0,0
"413",870,1240,1199,1206,1107,1256,662,670,598
"414",37,24,0,50,33,41,254,84,165
"415",132,140,175,84,133,99,109,76,54
"416",185,318,223,269,238,315,145,121,119
"417",135,145,119,104,69,60,43,49,39
"418",0,0,0,0,0,0,0,0,0
"419",0,0,0,0,0,0,0,0,0
"420",0,0,0,0,0,0,0,0,0
"421",15,2,40,82,83,120,6,4,9
"422",10,18,2,9,11,6,0,6,0
"423",259,387,339,322,419,315,231,178,262
"424",388,740,506,406,516,586,265,440,342
"425",2,1,0,9,6,8,4,0,0
"426",0,13,0,4,4,5,0,0,1
"427",0,0,0,0,0,0,0,0,0
"428",249,365,382,423,485,564,361,322,329
"429",23,98,25,52,32,18,41,26,32
"430",7,33,48,42,52,87,45,40,33
"431",10,16,12,9,2,9,1,3,0
"432",0,0,0,0,0,0,0,0,0
"433",0,0,0,0,0,0,0,0,0
"434",65,156,69,322,327,322,151,114,133
"435",35,108,15,35,41,46,4,9,19
"436",5,0,4,16,14,4,9,1,9
"437",0,0,8,2,2,1,0,0,0
"438",420,490,770,266,376,351,176,188,180
"439",30,90,40,93,24,61,44,19,47
"440",768,1441,759,803,821,955,713,354,523
"441",373,400,245,143,196,109,81,46,73
"442",270,438,436,267,253,342,125,114,113
"443",104,139,167,42,116,81,5,34,24
"444",0,0,0,0,0,0,0,0,0
"445",33,45,38,27,11,22,9,1,8
"446",19,94,29,72,124,127,10,104,41
"447",0,0,0,0,0,0,0,0,0
"448",5,65,16,55,26,49,68,35,23
"449",49,139,136,41,74,97,39,32,31
"450",0,0,0,0,0,0,0,0,0
"451",813,1311,797,909,979,1082,329,375,383
"452",15,22,25,9,9,7,14,7,13
"453",87,170,184,106,135,133,96,115,107
"454",16,8,88,2,17,5,6,5,1
"455",86,81,111,66,59,56,49,7,36
"456",0,0,0,0,0,0,0,0,0
"457",150,168,119,195,131,185,85,87,78
"458",216,222,229,83,152,142,67,44,84
"459",0,0,0,0,0,0,0,0,0
"460",470,536,612,242,204,219,171,142,165
"461",0,0,1,3,0,0,1,0,7
"462",1131,1698,936,579,751,1241,519,866,543
"463",21,103,0,685,242,281,585,179,361
"464",37,57,149,93,97,82,12,29,9
"465",161,189,190,126,104,104,72,63,80
"466",2,16,2,18,42,50,8,0,4
"467",331,348,260,429,435,349,137,73,130
"468",1,0,0,0,6,7,0,6,0
"469",0,0,0,0,0,0,0,0,0
"470",3150,4125,4511,3044,3825,4923,3212,3058,2847
"471",845,1360,1157,487,423,528,274,324,268
"472",0,0,0,0,0,0,0,0,0
"473",15,57,22,18,59,49,10,61,42
"474",42,110,142,52,121,101,82,96,60
"475",0,0,0,0,0,0,0,0,0
"476",0,0,1,2,8,4,1,0,1
"477",428,442,405,294,299,286,159,164,111
"478",1,0,0,0,0,3,2,3,4
"479",48,43,35,269,313,189,144,183,164
"480",44,68,89,164,95,40,138,31,153
"481",11,6,9,36,51,23,44,18,21
"482",0,0,0,0,0,0,0,0,0
"483",0,0,0,0,0,0,0,0,0
"484",0,0,0,0,1,0,1,0,0
"485",396,592,482,289,446,430,189,341,226
"486",22,29,33,17,19,12,15,8,2
"487",87,63,36,72,34,46,96,54,79
"488",3,5,8,4,8,10,1,4,3
"489",0,0,0,0,0,0,0,0,0
"490",0,0,0,0,0,0,0,0,0
"491",72,123,104,69,73,52,50,86,42
"492",0,6,0,1,0,1,0,1,0
"493",0,8,9,0,1,0,0,1,0
"494",4,22,4,7,10,14,1,11,1
"495",0,0,0,0,0,0,0,0,0
"496",1,4,8,6,6,2,1,5,1
"497",142,256,73,186,129,95,69,56,48
"498",0,0,1,1,4,1,1,2,0
"499",182,170,137,134,69,132,57,57,66
"500",0,0,0,0,0,0,0,0,0
"501",912,784,1685,223,229,191,134,69,136
"502",0,7,0,2,4,1,4,6,0
"503",0,0,0,0,0,0,0,0,0
"504",206,225,231,266,264,210,59,108,91
"505",85,155,128,126,116,170,130,91,80
"506",0,0,0,0,0,0,0,0,0
"507",0,0,0,0,0,0,0,0,0
"508",0,0,0,0,0,0,0,0,0
"509",36,38,18,30,31,6,9,7,11
"510",0,0,0,0,1,0,0,1,0
"511",0,0,0,0,0,0,0,0,0
"512",0,0,0,0,0,0,0,0,0
"513",0,0,0,0,0,0,0,0,0
"514",1537,1971,2489,1728,2276,1913,1221,1250,1167
"515",6,8,2,3,1,3,2,0,3
"516",0,3,0,0,0,6,1,1,0
"517",4,0,1,0,0,0,0,0,0
"518",1,0,0,0,4,0,0,0,1
"519",0,0,0,1,0,0,0,0,0
"520",0,0,0,0,0,0,0,0,0
"521",0,0,0,0,0,0,0,0,0
"522",201,378,418,275,256,224,81,141,106
"523",59,63,92,53,49,45,41,18,14
"524",203,395,266,199,243,228,141,155,135
"525",114,261,184,128,152,117,51,66,43
"526",42,111,20,44,32,50,21,29,15
"527",42,61,21,12,13,11,4,8,3
"528",87,110,102,108,191,196,152,118,130
"529",5,6,5,1,4,0,0,0,1
"530",0,0,0,0,0,0,0,0,0
"531",138,66,211,138,166,127,64,40,33
"532",159,112,200,74,148,167,81,83,79
"533",792,1007,921,627,647,608,479,364,389
"534",13,31,34,17,30,13,0,19,29
"535",0,0,0,0,0,0,0,0,0
"536",15,10,16,10,8,11,1,4,3
"537",56,120,99,48,73,43,34,27,28
"538",0,18,9,18,13,6,5,13,9
"539",0,0,0,2,1,0,0,0,0
"540",217,311,161,67,102,99,24,44,26
"541",118,144,212,38,28,19,8,11,7
"542",144,168,137,96,132,172,87,107,69
"543",113,164,186,114,166,166,105,108,73
"544",275,352,458,255,221,234,175,128,192
"545",123,146,197,104,179,180,73,130,81
"546",0,0,0,0,1,0,5,0,1
"547",0,0,0,0,0,0,0,0,0
"548",476,433,586,245,310,339,296,291,238
"549",3,17,49,38,29,25,28,16,18
"550",38,151,99,25,37,53,42,53,27
"551",0,0,0,0,0,0,0,0,0
"552",0,6,3,0,0,0,0,0,0
"553",124,185,158,129,131,130,77,69,74
"554",199,320,230,80,132,98,127,44,75
"555",183,270,221,247,354,375,211,178,181
"556",0,0,0,0,0,0,0,0,0
"557",0,0,0,3,0,0,0,1,0
"558",50,43,39,60,77,63,26,51,43
"559",76,130,114,58,71,93,33,63,30
"560",52,68,131,2,5,7,4,4,9
"561",1440,1794,2217,563,541,663,655,272,442
"562",8,27,30,13,8,13,13,4,3
"563",201,290,360,271,277,280,234,143,157
"564",16,10,38,25,19,35,10,12,7
"565",0,0,0,0,1,0,1,0,1
"566",0,0,0,0,0,0,0,0,0
"567",0,0,0,0,0,0,0,0,0
"568",15,40,65,28,30,16,10,2,21
"569",77,127,104,72,117,56,18,5,14
"570",0,0,0,0,0,1,0,0,0
"571",974,1632,1143,1845,1465,1232,974,641,870
"572",0,0,0,0,0,0,0,0,0
"573",0,0,0,0,0,0,0,0,0
"574",120,125,210,337,249,306,347,311,300
"575",192,235,228,83,85,72,30,51,36
"576",22,53,31,117,41,30,22,23,13
"577",26,42,40,40,34,19,3,5,7
"578",0,0,7,0,0,0,0,0,0
"579",0,0,0,0,0,0,2,0,0
"580",554,696,892,763,768,906,317,285,324
"581",29,42,33,7,4,11,13,23,14
"582",261,335,337,958,646,584,557,483,531
"583",2496,3824,2097,2585,2065,1834,1246,1656,1353
"584",120,87,324,194,170,188,138,130,136
"585",172,225,221,91,108,133,63,17,78
"586",56,55,46,42,106,45,22,11,36
"587",6,25,42,13,34,23,28,23,39
"588",0,0,0,0,0,0,0,0,0
"589",0,0,9,0,0,0,3,0,1
"590",4,11,17,19,34,29,28,14,29
"591",42,163,139,44,72,80,57,61,39
"592",182,217,218,62,78,88,43,64,49
"593",0,0,0,0,0,0,0,0,0
"594",0,1,5,12,0,3,2,7,4
"595",0,0,0,0,0,0,0,0,0
"596",0,0,0,0,1,0,0,0,0
"597",0,5,0,0,0,0,0,0,0
"598",0,0,0,0,0,0,0,0,0
"599",61,106,56,53,56,43,39,55,62
"600",0,0,0,0,0,0,0,0,0
"601",0,0,0,0,0,0,0,0,0
"602",0,0,0,0,0,0,0,0,0
"603",462,654,456,257,323,361,163,202,166
"604",0,0,0,0,0,0,0,0,0
"605",0,0,0,0,0,0,0,0,0
"606",31,27,76,10,15,13,2,7,2
"607",288,270,430,383,326,297,226,237,192
"608",0,0,0,0,0,0,0,0,0
"609",1099,1840,1508,1011,1129,1125,788,680,698
"610",300,430,157,259,226,307,57,76,60
"611",1055,1368,831,196,258,285,14,203,73
"612",0,8,0,0,0,0,0,0,0
"613",0,0,0,0,0,0,0,0,0
"614",0,1,1,0,0,0,0,0,0
"615",593,905,686,718,851,631,414,619,449
"616",0,0,0,0,0,0,0,0,0
"617",380,457,577,156,277,249,194,166,192
"618",458,607,497,536,455,469,213,208,202
"619",54,73,27,7,33,39,0,0,0
"620",458,920,485,399,413,530,274,240,208
"621",65,140,137,203,241,188,145,98,99
"622",117,98,235,105,131,110,55,41,42
"623",319,506,564,224,165,262,99,120,99
"624",28,0,50,10,27,3,1,3,3
"625",0,0,0,0,0,0,0,0,0
"626",0,0,0,0,0,2,0,0,0
"627",1,0,0,0,0,0,0,0,0
"628",0,0,0,0,0,0,0,0,0
"629",2,47,0,20,30,11,0,39,32
"630",602,613,786,1296,1084,981,965,627,642
"631",126,163,220,143,72,116,32,31,39
"632",12,46,45,17,23,24,12,18,15
"633",0,0,0,0,0,0,0,0,0
"634",0,0,0,0,0,0,0,0,0
"635",0,0,0,0,1,0,0,0,0
"636",260,262,294,309,343,285,163,203,159
"637",41,87,49,45,189,143,10,79,22
"638",1,12,6,0,6,1,2,3,2
"639",0,0,1,0,0,0,1,1,0
"640",6,0,14,5,0,2,0,1,0
"641",85,84,128,60,77,116,35,10,34
"642",0,0,0,0,0,0,0,0,0
"643",0,0,0,0,1,0,1,0,0
"644",179,259,205,193,252,211,104,124,93
"645",0,0,0,0,1,0,0,6,1
"646",0,23,10,2,0,8,4,8,1
"647",0,0,0,0,0,0,0,0,0
"648",8,14,15,3,4,7,14,8,4
"649",61,93,76,43,63,62,7,16,6
"650",0,0,0,1,3,0,0,6,2
"651",401,592,526,702,568,584,563,527,460
"652",0,0,0,0,0,0,0,0,0
